82,121,7,33,17,0,0,3,married,0,,,,
83,121,170,36,16,26331,1800,2,married,14.62833333,,,,
84,121,173,31,16,100000,3500,1,married,28.57142857,,,,
85,122,170,44,15,14000,1093,2,married,12.80878317,,,,
86,122,171,32,12,20000,2040,1,married,9.803921569,,,,
87,126,2,48,12,15000,2080,1,divorced,7.211538462,,,,
88,127,3,44,12,32600,1349,3,married,24.16604893,,,,
89,127,4,38,12,18000,1882,2,married,9.564293305,,,,
90,128,172,30,16,20000,1260,2,married,15.87301587,,,,
91,129,4,42,8,0,0,4,never married,0,,,,
93,129,6,34,9,0,0,3,separated,0,,,,
94,129,187,38,15,2250,1170,6,married,1.923076923,,,,
95,131,172,35,12,2000,2080,0,married,0.961538462,,,,
96,134,2,35,15,10000,1588,0,never married,6.297229219,,,,
97,151,5,37,16,10000,1300,0,never married,7.692307692,,,,
98,151,21,46,16,0,0,4,married,0,,,,
99,151,171,39,16,0,0,3,married,0,,,,
100,156,2,50,12,20000,2044,2,married,9.784735812,,,,
101,165,4,43,17,0,0,2,married,0,,,,
102,165,170,49,12,40000,3120,5,married,12.82051282,,,,
103,166,170,42,16,0,0,4,married,0,,,,
104,173,3,40,12,22644,2040,3,married,11.1,,,,
105,173,4,38,12,0,0,4,married,0,,,,
106,173,5,36,16,25000,2172,3,married,11.51012891,,,,
107,174,3,45,17,32000,1648,3,married,19.41747573,,,,
108,174,6,37,15,0,0,1,married,0,,,,
109,174,171,36,13,11637,2170,3,married,5.362672811,,,,
110,174,175,31,17,28000,2400,1,married,11.66666667,,,,
111,176,21,45,17,10000,733,0,married,13.6425648,,,,
112,178,3,35,15,35000,1920,3,married,18.22916667,,,,
113,180,171,32,12,0,0,3,married,0,,,,
114,181,170,47,12,35227,1560,1,married,22.58141026,,,,
115,181,171,33,14,17000,1162,2,married,14.62994836,,,,
116,186,3,46,16,52000,2269,1,divorced,22.91758484,,,,
117,189,170,32,12,6000,1128,1,married,5.319148936,,,,
118,190,3,35,10,0,0,2,married,0,,,,
119,190,4,33,10,0,0,2,never married,0,,,,
120,191,3,44,17,0,0,2,married,0,,,,
121,197,4,42,14,0,0,5,married,0,,,,
122,198,2,41,17,45000,2162,2,married,20.81406105,,,,
123,198,173,32,17,26000,1960,0,married,13.26530612,,,,
124,200,5,33,16,40000,210,0,married,190.4761905,,,,
125,200,170,32,14,15000,2856,5,divorced,5.25210084,,,,
126,200,175,44,17,36000,1200,1,married,30,,,,
127,203,4,38,14,57000,1852,0,married,30.7775378,,,,
128,203,5,33,14,0,0,2,married,0,,,,
129,203,174,41,14,27000,1568,0,married,17.21938776,,,,
130,209,170,37,16,15000,1828,1,married,8.205689278,,,,
131,214,2,47,12,14000,1483,3,married,9.440323668,,,,
132,215,21,44,12,25000,1944,1,married,12.8600823,,,,
133,217,170,38,12,0,0,3,married,0,,,,
134,221,2,43,15,19000,2680,3,married,7.089552239,,,,
135,222,1,44,16,19326,1603,3,divorced,12.05614473,,,,
136,223,170,44,17,30000,1984,2,married,15.12096774,,,,
137,227,3,32,16,8500,1310,0,divorced,6.488549618,,,,
138,228,5,38,16,240000,2050,1,married,117.0731707,,,,
139,228,172,40,14,2000,323,2,married,6.191950464,,,,
140,242,173,33,13,0,0,1,married,0,,,,
142,245,170,44,16,37000,1821,3,married,20.31850632,,,,
143,246,3,41,17,35068,1673,2,married,20.96114764,,,,
144,250,2,47,12,0,0,3,married,0,,,,
145,263,5,42,12,13000,1960,3,married,6.632653061,,,,
146,265,2,49,13,17600,1820,2,married,9.67032967,,,,
147,266,5,33,12,0,0,2,married,0,,,,
148,267,1,46,17,22500,1480,2,married,15.2027027,,,,
149,277,5,36,13,35000,2681,0,married,13.05483029,,,,
150,277,176,30,12,0,0,1,married,0,,,,
152,280,6,41,14,30000,2150,1,married,13.95348837,,,,
153,280,172,31,12,0,0,2,married,0,,,,
154,280,173,44,16,5250,316,2,married,16.61392405,,,,
155,284,170,30,16,28000,1555,1,married,18.00643087,,,,
156,287,4,41,13,51000,1936,1,married,26.34297521,,,,
157,287,170,38,12,9800,850,4,married,11.52941176,,,,
158,287,171,44,17,50800,1816,4,divorced,27.97356828,,,,
159,287,176,46,13,2520,1313,2,married,1.91926885,,,,
160,297,5,40,10,10000,1870,3,divorced,5.347593583,,,,
161,297,6,36,12,6000,1500,1,married,4,,,,
162,297,7,38,8,8000,1867,3,married,4.284949116,,,,
163,297,9,34,8,0,0,2,married,0,,,,
164,297,177,31,12,300,32,3,separated,9.375,,,,
165,301,4,42,12,0,0,3,married,0,,,,
167,301,170,42,11,8000,960,2,married,8.333333333,,,,
168,302,3,43,14,11000,1700,2,divorced,6.470588235,,,,
169,302,174,37,15,6946,494,2,married,14.06072874,,,,
170,302,177,39,16,40000,1776,2,married,22.52252252,,,,
171,303,171,46,16,42000,1520,2,married,27.63157895,,,,
172,307,3,47,17,40000,1520,0,never married,26.31578947,,,,
173,308,3,43,14,8500,1206,2,married,7.048092869,,,,
174,308,171,45,12,23689,1647,5,divorced,14.38312083,,,,
175,308,177,37,17,58333,700,0,married,83.33285714,,,,
176,311,3,34,13,20500,1663,3,separated,12.32711966,,,,
177,312,170,40,12,5258,851,2,married,6.178613396,,,,
178,315,4,34,14,25000,1052,0,married,23.76425856,,,,
179,315,170,33,14,17000,960,1,married,17.70833333,,,,
180,317,3,46,15,19000,1360,3,married,13.97058824,,,,
181,317,4,41,12,800,173,4,married,4.624277457,,,,
182,318,3,30,12,18400,2300,0,never married,8,,,,
183,319,5,43,16,34600,1792,1,divorced,19.30803571,,,,
184,320,170,32,13,0,0,3,married,0,,,,
185,321,4,39,17,9040,1213,2,married,7.452596867,,,,
186,322,3,31,13,27000,1680,0,never married,16.07142857,,,,
187,323,4,38,16,0,0,2,married,0,,,,
188,323,171,40,17,34000,948,2,married,35.8649789,,,,
189,327,2,47,12,30000,2400,4,married,12.5,,,,
190,338,3,42,14,47200,1985,2,separated,23.77833753,,,,
192,343,170,48,12,21308,1984,2,married,10.73991935,,,,
193,344,171,50,14,4000,1040,0,married,3.846153846,,,,
194,344,178,31,16,22000,1624,2,married,13.54679803,,,,
195,351,3,36,10,15330,1876,3,married,8.171641791,,,,
196,351,4,35,12,0,0,3,married,0,,,,
197,351,6,32,12,7000,2340,3,divorced,2.991452991,,,,
198,352,2,47,12,0,0,2,married,0,,,,
199,354,171,37,14,6000,1600,0,divorced,3.75,,,,
200,355,3,39,14,38800,1853,2,married,20.93901781,,,,
201,355,171,35,16,16000,1562,2,married,10.24327785,,,,
202,356,2,44,12,45000,2100,2,married,21.42857143,,,,
203,356,174,40,12,4670,890,1,married,5.247191011,,,,
204,361,173,39,11,14460,1832,2,married,7.8930131,,,,
205,361,175,33,15,12000,1936,0,married,6.198347107,,,,
206,368,170,33,15,10000,867,1,married,11.53402537,,,,
207,374,4,44,16,15000,1853,0,never married,8.094981112,,,,
209,375,3,32,16,26000,1077,1,married,24.14113278,,,,
210,376,175,33,16,3000,2000,0,never married,1.5,,,,
211,378,170,41,12,21050,1960,1,never married,10.73979592,,,,
212,391,3,40,16,37000,1500,2,married,24.66666667,,,,
213,391,4,33,17,83500,2594,0,never married,32.18966847,,,,
214,391,174,37,17,12500,750,0,divorced,16.66666667,,,,
215,404,173,41,12,200,1760,0,never married,0.113636364,,,,
216,409,2,40,13,23250,1645,3,married,14.1337386,,,,
217,409,174,37,12,12000,1904,3,married,6.302521008,,,,
218,414,3,43,16,17630,2042,4,divorced,8.633692458,,,,
219,414,4,42,16,10000,1597,4,married,6.261740764,,,,
220,414,5,40,16,0,0,2,married,0,,,,
221,414,6,35,14,13000,1991,0,married,6.52938222,,,,
222,415,3,41,14,44000,2304,0,never married,19.09722222,,,,
223,417,170,30,12,21051,2510,0,married,8.38685259,,,,
224,419,2,40,10,0,0,3,separated,0,,,,
225,419,173,35,13,9000,2000,3,married,4.5,,,,
226,423,171,36,12,15800,1960,3,married,8.06122449,,,,
227,423,173,30,11,14000,2000,2,married,7,,,,
228,424,170,45,14,17500,1536,2,married,11.39322917,,,,
229,428,170,39,16,25740,1240,3,married,20.75806452,,,,
230,431,2,49,12,12500,1275,3,married,9.803921569,,,,
231,432,172,42,12,18000,3056,1,married,5.890052356,,,,
232,433,6,38,12,39000,1890,0,married,20.63492063,,,,
233,433,8,30,12,700,139,3,divorced,5.035971223,,,,
234,433,170,32,12,21000,1840,3,married,11.41304348,,,,
235,436,4,45,14,15500,1800,2,married,8.611111111,,,,
236,436,171,45,12,34000,2000,2,married,17,,,,
237,436,172,42,16,15255,1494,2,married,10.21084337,,,,
238,436,173,38,15,3750,867,2,married,4.325259516,,,,
239,439,170,40,14,2300,1454,0,married,1.581843191,,,,
240,440,1,45,16,24000,2000,2,married,12,,,,
241,441,1,49,17,33000,1400,2,married,23.57142857,,,,
242,442,2,49,13,0,0,1,married,0,,,,
243,443,4,41,11,18800,1943,1,married,9.675759135,,,,
244,443,6,34,12,2000,800,2,married,2.5,,,,
245,444,2,44,16,0,0,2,married,0,,,,
246,445,2,47,17,28000,1560,3,married,17.94871795,,,,
247,446,3,43,16,36800,2160,0,divorced,17.03703704,,,,
248,450,5,40,17,36000,4000,0,separated,9,,,,
249,450,22,46,14,14000,1984,1,married,7.056451613,,,,
250,450,172,42,13,0,2080,4,married,0,,,,
251,450,174,37,12,12085,1843,2,married,6.557243625,,,,
252,452,4,38,12,21500,2000,0,never married,10.75,,,,
253,452,170,46,12,0,0,3,married,0,,,,
254,452,171,41,12,17259,1200,4,married,14.3825,,,,
255,455,2,46,9,0,0,2,married,0,,,,
256,455,170,46,12,2000,765,2,married,2.614379085,,,,
257,459,170,36,16,28000,1600,1,married,17.5,,,,
258,461,170,42,12,21000,1788,2,married,11.74496644,,,,
259,465,173,39,12,700,2080,2,married,0.336538462,,,,
260,473,4,30,12,12200,2055,2,married,5.936739659,,,,
261,473,170,43,12,0,0,4,married,0,,,,
262,478,4,40,9,12200,1540,5,divorced,7.922077922,,,,
263,479,170,31,14,21371,1520,1,married,14.05986842,,,,
264,485,172,45,11,9700,1516,2,divorced,6.398416887,,,,
265,486,170,33,12,3000,1530,0,married,1.960784314,,,,
266,487,170,34,12,3000,1734,2,married,1.730103806,,,,
267,490,170,37,12,20000,1840,2,divorced,10.86956522,,,,
268,495,2,44,15,32250,1940,4,separated,16.62371134,,,,
269,496,5,38,10,19000,2075,1,separated,9.156626506,,,,
270,497,2,50,12,16754,1560,3,married,10.73974359,,,,
271,498,2,43,12,23000,1940,2,married,11.8556701,,,,
272,503,170,43,12,12701,1530,2,married,8.30130719,,,,
273,512,2,41,12,28052,1989,2,married,14.10356963,,,,
274,514,4,42,14,0,0,2,married,0,,,,
275,517,3,38,16,65000,2695,0,never married,24.1187384,,,,
276,517,4,34,12,28000,1250,2,married,22.4,,,,
277,519,2,44,13,125000,2600,1,divorced,48.07692308,,,,
278,519,170,39,12,24000,2128,0,married,11.27819549,,,,
279,532,170,44,13,0,0,2,married,0,,,,
280,534,170,43,12,4000,1050,2,married,3.80952381,,,,
281,536,5,38,12,0,0,0,married,0,,,,
282,541,171,44,15,21500,2202,2,separated,9.763851045,,,,
283,544,170,33,14,11000,1591,2,married,6.913890635,,,,
284,548,3,45,14,13000,667,1,married,19.49025487,,,,
285,548,175,34,14,120,142,2,married,0.845070423,,,,
286,548,176,32,14,12100,1024,2,divorced,11.81640625,,,,
287,556,3,40,13,1200,245,3,married,4.897959184,,,,
288,556,4,37,12,15000,1701,2,married,8.818342152,,,,
289,563,3,41,11,24000,1910,2,married,12.56544503,,,,
290,563,7,32,10,0,0,2,married,0,,,,
291,564,3,42,12,9800,1421,3,divorced,6.896551724,,,,
292,564,4,30,12,12884,1850,1,divorced,6.964324324,,,,
293,565,4,32,16,0,0,1,married,0,,,,
294,565,172,39,13,27000,2132,1,divorced,12.6641651,,,,
295,567,173,37,9,8000,1481,3,married,5.401755571,,,,
296,569,4,35,12,3852,347,4,never married,11.10086455,,,,
297,570,3,44,12,13000,1992,2,married,6.526104418,,,,
298,570,7,37,12,22910,2064,2,married,11.0998062,,,,
299,570,8,35,13,21000,2295,3,married,9.150326797,,,,
300,573,3,37,17,90000,2618,4,married,34.37738732,,,,
301,573,4,32,17,5368,805,2,married,6.668322981,,,,
302,575,3,39,14,8000,768,1,widowed,10.41666667,,,,
303,577,3,35,12,42000,1872,1,married,22.43589744,,,,
304,577,4,31,12,10500,1680,2,married,6.25,,,,
305,580,4,40,15,10000,1410,0,widowed,7.092198582,,,,
306,581,171,34,11,0,0,4,married,0,,,,
307,582,5,40,13,36500,2016,2,married,18.10515873,,,,
308,582,173,37,16,1000,120,2,married,8.333333333,,,,
309,582,174,38,12,24000,1526,1,married,15.72739187,,,,
310,586,2,50,13,30100,1173,2,divorced,25.66069906,,,,
311,587,2,49,13,35000,1972,1,married,17.7484787,,,,
312,593,4,30,16,5000,160,1,married,31.25,,,,
313,593,170,32,17,38000,2232,0,married,17.02508961,,,,
314,595,2,48,15,110000,2880,3,married,38.19444444,,,,
315,596,5,42,17,0,0,3,married,0,,,,
316,596,170,43,16,3800,420,2,married,9.047619048,,,,
317,596,172,42,16,15000,682,2,married,21.9941349,,,,
318,596,173,33,16,110000,2455,0,married,44.80651731,,,,
319,597,6,41,10,4379,451,2,married,9.709534368,,,,
320,597,176,32,12,0,0,3,married,0,,,,
321,599,1,48,17,33900,2040,3,divorced,16.61764706,,,,
322,602,2,46,12,210,29,4,married,7.24137931,,,,
323,602,171,42,15,3000,1555,0,married,1.92926045,,,,
325,607,5,39,14,0,0,4,married,0,,,,
326,607,170,40,12,18000,2250,2,married,8,,,,
327,607,174,33,16,30000,760,3,married,39.47368421,,,,
328,607,176,34,14,37000,2195,0,married,16.85649203,,,,
329,608,3,41,13,0,0,2,married,0,,,,
330,608,5,35,12,0,0,0,divorced,0,,,,
331,608,7,30,12,0,0,3,married,0,,,,
332,608,170,43,14,15000,1974,2,married,7.598784195,,,,
333,610,170,38,12,22200,2000,2,married,11.1,,,,
334,613,5,32,16,20758,1000,0,married,20.758,,,,
335,613,173,31,17,43762,2022,0,married,21.64292779,,,,
336,616,170,39,17,65000,204,3,married,318.627451,,,,
337,618,4,33,17,0,0,2,married,0,,,,
338,620,3,46,15,0,0,2,married,0,,,,
339,620,4,37,16,0,0,3,married,0,,,,
340,620,5,34,15,11000,929,2,married,11.84068891,,,,
341,620,6,32,16,27000,832,1,married,32.45192308,,,,
342,625,5,40,16,4000,1140,2,married,3.50877193,,,,
343,625,172,42,12,24000,1376,2,married,17.44186047,,,,
344,626,5,36,12,16560,2080,3,married,7.961538462,,,,
345,626,6,37,11,0,0,3,divorced,0,,,,
346,626,7,39,12,800,110,1,divorced,7.272727273,,,,
347,626,8,41,12,16000,208,4,divorced,76.92307692,,,,
348,626,9,42,12,25000,1923,2,married,13.00052002,,,,
349,628,2,47,12,0,765,5,married,0,,,,
350,630,4,37,16,8000,1560,0,never married,5.128205128,,,,
351,630,170,39,16,12000,1666,2,married,7.202881152,,,,
352,630,171,43,17,35487,1369,2,married,25.92184076,,,,
353,631,4,42,17,11500,420,2,married,27.38095238,,,,
354,631,5,39,12,10500,2046,4,married,5.131964809,,,,
356,632,170,46,12,28000,2000,1,married,14,,,,
357,633,4,40,10,15786,2000,2,divorced,7.893,,,,
360,634,4,49,12,8150,1971,4,widowed,4.134956875,,,,
361,634,176,37,12,0,0,3,married,0,,,,
362,636,170,38,14,5000,540,3,married,9.259259259,,,,
363,639,171,35,12,7000,914,2,married,7.658643326,,,,
364,639,172,34,14,25050,4233,1,married,5.917788802,,,,
365,639,175,35,13,17000,1952,1,divorced,8.709016393,,,,
366,639,177,31,12,23000,2500,2,married,9.2,,,,
367,641,171,42,16,25300,1316,2,married,19.22492401,,,,
368,644,170,38,12,0,0,2,married,0,,,,
369,647,170,41,14,9000,892,4,married,10.0896861,,,,
370,647,176,37,14,35000,2115,2,married,16.54846336,,,,
371,649,2,47,12,0,0,3,married,0,,,,
372,650,5,31,12,0,0,3,divorced,0,,,,
373,650,172,32,12,18000,1218,1,married,14.77832512,,,,
374,650,175,36,16,65000,1307,1,married,49.73221117,,,,
375,652,3,37,16,0,0,2,married,0,,,,
376,652,4,35,17,3986,192,0,married,20.76041667,,,,
377,652,173,31,16,28008,2206,0,married,12.69628286,,,,
378,654,2,47,12,3800,770,4,divorced,4.935064935,,,,
379,655,173,31,14,50000,1920,0,married,26.04166667,,,,
380,656,3,37,12,10000,971,1,married,10.29866117,,,,
381,656,4,36,16,5000,537,2,married,9.310986965,,,,
382,656,5,31,14,5000,390,2,married,12.82051282,,,,
384,657,171,34,13,33000,1920,0,never married,17.1875,,,,
385,657,177,36,14,47000,1560,0,married,30.12820513,,,,
386,660,3,42,14,16000,3238,2,married,4.941321804,,,,
387,660,171,34,13,3500,61,0,married,57.37704918,,,,
388,664,8,38,16,33000,1337,2,married,24.68212416,,,,
389,664,175,34,12,1000,576,2,married,1.736111111,,,,
390,664,177,36,12,8159,735,3,married,11.10068027,,,,
391,664,178,33,16,33000,2064,0,married,15.98837209,,,,
393,672,2,46,17,46000,3000,2,married,15.33333333,,,,
394,673,2,45,12,23500,2040,2,married,11.51960784,,,,
395,673,172,35,14,0,0,2,married,0,,,,
396,674,2,49,12,17000,1980,3,married,8.585858586,,,,
397,677,3,41,12,22000,1885,1,married,11.67108753,,,,
399,677,6,33,12,0,0,2,separated,0,,,,
400,677,172,34,14,9000,1600,2,married,5.625,,,,
401,682,3,43,14,42000,1808,1,divorced,23.2300885,,,,
402,686,170,41,12,21000,1968,1,married,10.67073171,,,,
403,686,171,48,12,0,0,3,married,0,,,,
404,691,170,34,14,0,0,2,married,0,,,,
405,691,172,30,14,30000,857,1,married,35.00583431,,,,
406,692,5,33,12,3200,561,2,married,5.704099822,,,,
407,692,6,32,12,28000,1880,4,married,14.89361702,,,,
408,694,3,34,9,7200,867,1,divorced,8.30449827,,,,
409,694,4,31,12,1250,1040,3,married,1.201923077,,,,
410,698,7,31,14,44000,2024,2,married,21.73913043,,,,
411,698,173,48,12,36000,2550,2,married,14.11764706,,,,
412,700,2,45,12,0,0,3,separated,0,,,,
413,702,2,45,17,43500,2388,2,married,18.2160804,,,,
414,703,2,33,17,48000,2450,0,married,19.59183673,,,,
415,704,3,30,13,4200,871,2,married,4.822043628,,,,
417,709,6,31,14,15500,2156,1,married,7.189239332,,,,
418,709,170,36,10,0,0,4,married,0,,,,
419,711,3,32,14,9054,1185,2,married,7.640506329,,,,
420,712,4,36,12,22000,2214,1,married,9.936766034,,,,
421,712,6,35,12,28500,2138,2,married,13.33021515,,,,
422,713,4,41,12,17000,2144,2,divorced,7.929104478,,,,
423,713,7,32,11,8000,1058,2,married,7.561436673,,,,
424,713,176,31,12,6000,2024,1,married,2.964426877,,,,
425,717,21,44,17,35000,1600,2,married,21.875,,,,
426,719,2,45,17,37250,1699,2,married,21.92466157,,,,
428,725,3,40,10,18720,2480,1,married,7.548387097,,,,
429,726,3,42,16,27500,2033,0,never married,13.52680767,,,,
430,727,3,34,16,31100,2097,1,never married,14.83071054,,,,
431,728,3,34,13,0,0,3,married,0,,,,
432,729,4,41,12,1000,2401,4,married,0.416493128,,,,
433,729,5,30,15,21000,1774,0,never married,11.83765502,,,,
434,729,171,35,12,10000,1750,2,married,5.714285714,,,,
435,731,2,47,16,31200,2250,0,married,13.86666667,,,,
436,731,170,38,12,30000,1880,0,married,15.95744681,,,,
437,732,4,39,11,7000,2002,2,never married,3.496503497,,,,
438,732,5,39,10,16417,2080,2,never married,7.892788462,,,,
439,733,5,32,16,27400,1512,0,married,18.12169312,,,,
440,733,171,35,12,26500,2205,0,married,12.01814059,,,,
441,733,173,32,16,24000,2100,2,married,11.42857143,,,,
442,736,7,41,12,22500,2044,0,never married,11.00782779,,,,
443,736,170,40,12,5867,975,2,married,6.017435897,,,,
444,737,4,37,17,0,0,3,married,0,,,,
445,738,2,50,12,0,0,2,married,0,,,,
446,749,2,45,15,15000,2564,3,separated,5.850234009,,,,
447,749,171,38,16,19000,1020,3,married,18.62745098,,,,
449,750,170,32,13,15000,1470,1,married,10.20408163,,,,
450,751,4,35,15,5000,486,2,married,10.28806584,,,,
451,751,170,37,12,18000,2110,2,married,8.530805687,,,,
452,751,172,30,15,17000,1006,4,married,16.89860835,,,,
453,754,171,32,12,19000,1814,1,married,10.47409041,,,,
454,759,171,43,16,33000,1399,2,married,23.58827734,,,,
455,759,173,40,14,28000,2205,1,married,12.6984127,,,,
456,762,171,33,14,3333,1690,0,divorced,1.972189349,,,,
457,769,2,48,13,6000,1040,5,married,5.769230769,,,,
458,769,173,32,12,0,0,2,married,0,,,,
459,771,2,46,12,8551,1809,2,divorced,4.726920951,,,,
460,773,3,30,12,940,619,5,married,1.518578352,,,,
462,775,3,34,17,23663,2350,0,never married,10.0693617,,,,
463,775,4,30,16,6367,1332,0,never married,4.78003003,,,,
464,775,171,31,13,9263,1380,0,never married,6.712318841,,,,
465,776,4,31,12,10313,848,1,divorced,12.1615566,,,,
466,777,4,44,15,4284,320,1,married,13.3875,,,,
467,777,173,36,14,12000,1525,1,married,7.868852459,,,,
468,779,4,48,16,10000,1440,2,married,6.944444444,,,,
469,779,5,42,13,22000,2220,4,divorced,9.90990991,,,,
470,779,6,45,16,16500,2000,2,married,8.25,,,,
471,779,172,49,16,41000,3264,3,married,12.56127451,,,,
472,780,2,48,12,0,0,3,married,0,,,,
473,781,1,49,12,46100,768,0,never married,60.02604167,,,,
474,783,3,30,17,31000,2200,0,married,14.09090909,,,,
475,784,4,32,14,41500,2656,0,never married,15.625,,,,
476,789,3,39,12,0,0,1,married,0,,,,
477,792,170,39,16,26000,1462,1,never married,17.78385773,,,,
478,796,4,34,12,1105,80,2,married,13.8125,,,,
479,796,5,32,12,16400,2100,2,married,7.80952381,,,,
480,796,173,35,12,21000,1760,2,married,11.93181818,,,,
481,798,3,43,17,50000,1950,0,married,25.64102564,,,,
482,808,2,47,14,56000,2214,2,divorced,25.29358627,,,,
483,811,3,45,12,12000,2328,0,divorced,5.154639175,,,,
484,817,2,49,16,13729,655,3,married,20.96030534,,,,
485,818,4,38,15,19000,1480,3,married,12.83783784,,,,
486,818,170,37,16,75000,2470,0,married,30.36437247,,,,
487,819,170,36,16,1185,156,3,married,7.596153846,,,,
488,819,172,40,12,8000,1040,2,married,7.692307692,,,,
489,821,170,37,12,18000,1241,2,married,14.50443191,,,,
490,823,4,44,17,3250,1573,2,married,2.066115702,,,,
491,823,170,45,17,34000,1904,3,married,17.85714286,,,,
492,826,2,50,9,7872,624,4,married,12.61538462,,,,
493,826,173,30,12,24000,2234,1,never married,10.74306177,,,,
494,828,2,47,14,22000,1840,1,married,11.95652174,,,,
495,830,2,50,12,10000,2277,2,married,4.391743522,,,,
496,830,3,30,15,0,0,1,divorced,0,,,,
497,830,181,32,13,30000,1928,2,married,15.56016598,,,,
498,831,1,50,13,21000,720,0,never married,29.16666667,,,,
499,831,171,38,14,21000,1750,0,never married,12,,,,
500,832,4,42,12,30000,2450,1,married,12.24489796,,,,
501,832,172,32,12,45000,155,2,married,290.3225806,,,,
502,833,174,39,12,7000,1280,0,married,5.46875,,,,
503,833,176,32,16,30000,1912,1,married,15.69037657,,,,
504,834,2,50,15,9311,1747,4,married,5.329708071,,,,
